,,янв.-22,февр.-22,мар.-22,апр.-22,мая-22,июн.-22,июл.-22,авг.-22,сент.-22,окт.-22,нояб.-22,дек.-22,янв.-23,февр.-23,мар.-23,апр.-23,мая-23,июн.-23,июл.-23,авг.-23,сент.-23,окт.-23,нояб.-23,дек.-23,янв.-24,февр.-24,мар.-24,апр.-24,мая-24,июн.-24,июл.-24,авг.-24,сент.-24,окт.-24,нояб.-24,дек.-24,янв.-25,февр.-25,мар.-25,апр.-25,мая-25,июн.-25,июл.-25,авг.-25,сент.-25,окт.-25,нояб.-25,дек.-25,янв.-26,февр.-26,мар.-26,апр.-26,мая-26,июн.-26,июл.-26,авг.-26,сент.-26,окт.-26,нояб.-26,дек.-26,янв.-27,февр.-27,мар.-27,апр.-27,мая-27,июн.-27,июл.-27,авг.-27,сент.-27,окт.-27,нояб.-27,дек.-27,янв.-28,февр.-28,мар.-28,апр.-28,мая-28,июн.-28,июл.-28,авг.-28,сент.-28,окт.-28,нояб.-28,дек.-28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ЖК ""Евгеньевский""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Квартиры,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фактические оплаты ,"7 409 291 467,23","5 670 000,00","65 649 150,00","417 278 535,89","237 850 925,00","146 630 001,55","37 386 075,00","29 624 330,00","35 996 155,00","49 394 000,00","85 643 920,10","35 814 733,00","46 159 422,00","32 301 640,00","106 519 816,74","180 268 750,18","78 984 508,00","136 100 948,00","167 940 546,00","122 098 411,00","284 847 929,03","247 132 822,00","326 137 517,00","285 200 415,00","245 637 261,00","199 932 497,00","155 560 913,74","186 618 636,00","243 820 354,00","277 339 848,00","234 329 381,00","337 494 082,00","112 866 412,00","342 487 508,00","193 857 352,00","152 024 383,00","266 609 773,00","88 880 755,00","363 458 183,50","129 280 667,00","94 545 433,00","83 480 085,00","105 786 778,00","102 398 403,50","153 971 341,00","137 247 775,00","41 033 095,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
График оплаты остатка,"266 250 035,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","224 853 935,00","9 802 300,00","11 836 300,00","13 487 500,00","6 270 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе по ДДУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации,"7 414 732 346,23","53 373 587,90","589 141 742,54","211 786 750,00","74 347 875,00","50 076 135,00","36 037 470,00","16 590 000,00","42 558 000,00","82 110 850,10","39 772 500,00","96 008 440,00","75 877 640,00","97 914 197,94","101 976 118,00","118 376 966,00","141 061 852,00","120 484 351,00","150 038 942,00","129 347 441,00","378 086 881,00","489 802 435,74","597 256 878,01","526 545 077,00","523 361 827,00","73 621 000,00","199 221 228,00","165 371 420,00","134 087 700,00","181 950 000,00","93 715 700,00","84 782 440,00","98 793 000,00","111 418 500,00","69 414 635,00","214 974 374,00","281 513 092,00","247 617 183,00","162 408 717,00","60 183 900,00","44 272 800,00","59 005 500,00","51 003 600,00","120 261 900,00","102 987 000,00","98 855 100,00","17 339 600,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фактические оплаты по ДДУ,"7 162 790 811,23","5 670 000,00","65 649 150,00","417 278 535,89","237 850 925,00","146 630 001,55","37 386 075,00","29 624 330,00","35 996 155,00","49 394 000,00","85 643 920,10","35 814 733,00","46 159 422,00","32 301 640,00","106 519 816,74","180 268 750,18","78 984 508,00","136 100 948,00","167 940 546,00","122 098 411,00","284 847 929,03","247 132 822,00","326 137 517,00","285 200 415,00","245 637 261,00","199 932 497,00","141 319 051,74","161 379 643,00","238 974 884,00","276 388 273,00","203 606 359,00","313 784 246,00","101 973 648,00","324 073 708,00","188 101 052,00","137 578 063,00","266 469 773,00","88 850 755,00","348 487 183,50","117 139 517,00","77 648 233,00","77 362 435,00","100 999 338,00","95 056 923,50","135 884 697,00","123 999 475,00","37 513 245,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
График оплаты остатка по ДДУ,"251 941 535,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","210 545 435,00","9 802 300,00","11 836 300,00","13 487 500,00","6 270 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе по ДУПТ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации ДУПТ,"260 809 156,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5 360 800,00","10 922 948,00","14 584 438,00","19 354 309,00","19 065 143,00","17 732 960,00","14 001 910,00","7 351 964,00","18 552 500,00","11 279 150,00","6 946 420,00","4 217 400,00","310 000,00","12 275 000,00","18 903 650,00","10 229 600,00","5 594 400,00","8 905 050,00","8 972 220,00","13 822 444,00","18 891 500,00","11 809 050,00","1 726 300,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фактические оплаты по ДУПТ,"246 500 656,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14 241 862,00","25 238 993,00","4 845 470,00","951 575,00","30 723 022,00","23 709 836,00","10 892 764,00","18 413 800,00","5 756 300,00","14 446 320,00","140 000,00","30 000,00","14 971 000,00","12 141 150,00","16 897 200,00","6 117 650,00","4 787 440,00","7 341 480,00","18 086 644,00","13 248 300,00","3 519 850,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
График оплаты остатка по ДУПТ,"14 308 500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","14 308 500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Коммерческие помещения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации,"1 587 134 657,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","119 224 000,00","0,00","0,00","6 785 000,00","58 228 657,23","0,00","0,00","140 559 361,00","9 328 160,00","42 503 667,00","20 693 090,00","0,00","548 090 860,00","46 115 375,00","10 852 381,00","30 694 400,00","30 922 500,00","0,00","21 744 000,00","32 188 000,00","66 141 000,00","32 040 000,00","119 606 518,00","133 460 216,00","72 054 102,00","0,00","0,00","0,00","2 962 020,00","0,00","0,00","0,00","42 941 350,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"Объем контрактации, кв.м.","5 839,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","384,11","0,00","0,00","27,14","191,84","0,00","0,00","366,66","26,96","128,35","53,20","0,00","2 281,75","194,17","27,13","95,92","130,59","0,00","54,36","80,22","148,99","79,85","217,36","1 043,29","171,65","0,00","0,00","0,00","44,06","0,00","0,00","0,00","92,19","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Объем контрактации, шт.",196,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,5,0,0,7,1,4,2,0,47,5,1,1,5,0,1,1,2,1,2,98,2,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цена за 1 кв.м.,"271 779,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","310 390,25","0,00","0,00","250 000,00","303 527,20","0,00","0,00","383 350,68","346 000,00","331 154,40","388 967,86","0,00","240 206,36","237 500,00","400 014,04","320 000,00","0,00","0,00","400 000,00","401 246,57","443 929,12","401 252,35","550 269,22","127 922,45","419 773,39","0,00","0,00","0,00","67 226,96","0,00","0,00","0,00","465 791,84","0,00","0,00",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Фактические оплаты ,"1 359 425 387,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10 000 000,00","24 643 000,00","82 954 222,00","24 784 000,00","38 103 000,00","10 636 703,00","80 023 701,72","52 520 761,28","8 000 000,00","32 213 354,00","6 727 187,00","2 880 000,00","2 880 000,00","43 631 158,00","11 561 600,00","35 745 181,00","36 151 082,00","51 774 800,00","9 403 200,00","23 353 200,00","46 212 800,00","52 020 671,00","71 544 600,00","156 750 402,00","251 836 027,00","9 496 732,00","1 864 195,23","0,00","0,00","1 613 600,00","2 401 200,00","13 440 550,00","164 258 460,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
График оплаты остатка,"227 709 270,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","227 709 270,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе по ДДУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации ДДУ,"1 528 675 794,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","119 224 000,00","0,00","0,00","6 785 000,00","58 228 657,23","0,00","0,00","140 559 361,00","9 328 160,00","42 503 667,00","20 693 090,00","0,00","543 980 460,00","46 115 375,00","8 681 600,00","30 694 400,00","30 922 500,00","0,00","17 395 200,00","25 670 400,00","60 185 400,00","25 552 000,00","105 189 386,00","132 480 216,00","72 034 102,00","0,00","0,00","0,00","2 952 020,00","0,00","0,00","0,00","29 500 800,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фактические оплаты по ДДУ,"1 301 946 524,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10 000 000,00","24 643 000,00","82 954 222,00","24 784 000,00","38 103 000,00","10 636 703,00","80 023 701,72","52 520 761,28","8 000 000,00","32 213 354,00","6 727 187,00","2 880 000,00","2 880 000,00","39 520 758,00","11 561 600,00","33 574 400,00","36 151 082,00","47 426 000,00","9 403 200,00","10 880 000,00","46 212 800,00","45 532 671,00","71 534 600,00","156 730 402,00","251 826 027,00","4 694 400,00","-537 004,77","0,00","0,00","413 500,00","0,00","0,00","160 656 160,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
График оплаты остатка по ДДУ,"226 729 270,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","226 729 270,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе по ДУПТ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации ДУПТ,"58 458 863,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4 110 400,00","0,00","2 170 781,00","0,00","0,00","0,00","4 348 800,00","6 517 600,00","5 955 600,00","6 488 000,00","14 417 132,00","980 000,00","20 000,00","0,00","0,00","0,00","10 000,00","0,00","0,00","0,00","13 440 550,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фактические оплаты по ДУПТ,"57 478 863,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4 110 400,00","0,00","2 170 781,00","0,00","4 348 800,00","0,00","12 473 200,00","0,00","6 488 000,00","10 000,00","20 000,00","10 000,00","4 802 332,00","2 401 200,00","0,00",,"1 200 100,00","2 401 200,00","13 440 550,00","3 602 300,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
График оплаты остатка по ДУПТ,"980 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","980 000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well Московский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого по проекту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации,"628 364 215,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41 355 000,00","10 536 000,00","19 951 000,00","10 000 000,00","20 709 195,20","42 429 350,20","10 194 000,00","60 347 000,00","147 571 670,80","52 290 000,00","0,00","79 580 399,67","67 226 399,40","55 174 199,84","11 000 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Фактические оплаты,"461 140 808,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21 427 000,00","1 054 000,00","21 911 000,00","10 000 000,00","70 638 545,40","0,00","65 831 000,00","6 131 000,00","64 665 125,00","9 836 450,00","58 810 641,90","68 955 407,75","45 980 638,00","15 900 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
График оплаты остатка,"167 223 407,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100 647 520,90","1 910 400,00","60 117 346,36","0,00","0,00","1 322 640,00","0,00","0,00","3 225 499,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Апартаменты,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации по ДДУ,"628 364 215,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41 355 000,00","10 536 000,00","19 951 000,00","10 000 000,00","20 709 195,20","42 429 350,20","10 194 000,00","60 347 000,00","147 571 670,80","52 290 000,00","0,00","79 580 399,67","67 226 399,40","55 174 199,84","11 000 000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Объем контрактации, кв.м.","2 049,73","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","137,85","35,12","66,22","33,05","66,61","137,69","33,98","197,99","486,08","164,51","0,00","259,50","217,44","180,49","33,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Объем контрактации, шт.",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,4,1,6,14,5,0,7,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цена за 1 кв.м.,"306 559,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","300 000,00","300 000,00","301 283,60","302 571,86","310 902,19","308 151,28","300 000,00","304 798,22","303 595,44","317 853,02","0,00","306 668,21","309 172,18","305 691,17","331 325,30",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Фактические оплаты по ДДУ,"461 140 808,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","21 427 000,00","1 054 000,00","21 911 000,00","10 000 000,00","70 638 545,40","0,00","65 831 000,00","6 131 000,00","64 665 125,00","9 836 450,00","58 810 641,90","68 955 407,75","45 980 638,00","15 900 000,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
График оплаты остатка по ДДУ,"167 223 407,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100 647 520,90","1 910 400,00","60 117 346,36","0,00","0,00","1 322 640,00","0,00","0,00","3 225 499,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Коммерческие помещения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Выручка по контрактации по ДДУ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Объем контрактации, кв.м.","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Объем контрактации, шт.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цена за 1 кв.м.,#DIV/0!,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
